#Mass	 #Pos	 #RadialVel	 #TransVel	 #Potential
   0.0010	    3.1976	   -0.3536	   -0.4630	   -0.0013
   0.0010	    3.2030	   -0.3516	   -0.3759	   -0.0013
   0.0010	    3.2110	   -0.2492	   -0.1608	   -0.0012
   0.0010	    3.2243	   -0.1240	    0.3541	   -0.0012
   0.0010	    3.2387	    0.2111	    0.3237	   -0.0013
   0.0010	    3.2460	    0.1928	    0.4329	   -0.0013
   0.0010	    3.2562	   -0.2156	    0.2129	   -0.0014
   0.0010	    3.2608	    0.2032	    0.3223	   -0.0014
   0.0010	    3.2702	    0.0677	   -0.1618	   -0.0013
   0.0010	    3.2792	   -0.4678	   -0.4611	   -0.0012
   0.0010	    3.2948	    0.0824	   -0.2445	   -0.0010
   0.0010	    3.3304	    0.2281	    0.2124	   -0.0010
   0.0010	    3.3629	    0.0101	    0.3538	   -0.0010
   0.0010	    3.3757	   -0.0151	    0.2091	   -0.0010
   0.0010	    3.3985	   -0.2860	    0.3411	   -0.0014
   0.0010	    3.4019	    0.0568	   -0.1453	   -0.0014
   0.0010	    3.4078	    0.0329	    0.0920	   -0.0013
   0.0010	    3.4187	    0.2840	   -0.2488	   -0.0012
   0.0010	    3.4309	   -0.1567	    0.2122	   -0.0011
   0.0010	    3.4471	    0.3888	    0.4110	   -0.0012
   0.0010	    3.4520	   -0.1929	   -0.2470	   -0.0012
   0.0010	    3.4680	   -0.0713	    0.4011	   -0.0017
   0.0010	    3.4697	   -0.4459	   -0.1660	   -0.0018
   0.0010	    3.4726	    0.3396	    0.5581	   -0.0015
   0.0010	    3.5223	   -0.1900	   -0.0880	   -0.0009
   0.0010	    3.5338	    0.0074	   -0.1334	   -0.0009
   0.0010	    3.5553	    0.3253	   -0.2588	   -0.0010
   0.0010	    3.5625	   -0.1806	    0.3969	   -0.0009
   0.0010	    3.6206	    0.1645	    0.3292	   -0.0008
   0.0010	    3.6363	    0.2032	   -0.4579	   -0.0010
   0.0010	    3.6419	   -0.5201	   -0.1983	   -0.0010
   0.0010	    3.6829	    0.1124	    0.3655	   -0.0008
   0.0010	    3.6993	    0.3888	   -0.2684	   -0.0010
   0.0010	    3.7042	   -0.3250	    0.0861	   -0.0011
   0.0010	    3.7118	   -0.2771	   -0.3566	   -0.0009
   0.0010	    3.8216	    0.1769	    0.4517	   -0.0008
   0.0010	    3.8322	   -0.2446	    0.2363	   -0.0017
   0.0010	    3.8333	   -0.0203	   -0.1321	   -0.0017
   0.0010	    3.8758	    0.0654	    0.1452	   -0.0008
   0.0010	    3.8912	    0.3965	    0.2818	   -0.0008
   0.0010	    3.9163	   -0.1177	   -0.3026	   -0.0008
   0.0010	    3.9374	    0.0533	   -0.2773	   -0.0008
   0.0010	    3.9477	    0.1372	    0.2745	   -0.0008
   0.0010	    3.9583	   -0.1137	   -0.2863	   -0.0008
   0.0010	    4.0484	   -0.1751	    0.0788	   -0.0008
   0.0010	    4.0531	    0.0838	    0.2342	   -0.0008
   0.0010	    4.0876	    0.0041	    0.2000	   -0.0006
   0.0010	    4.1687	   -0.2136	    0.2221	   -0.0010
   0.0010	    4.1712	    0.1210	   -0.3138	   -0.0010
   0.0010	    4.2263	   -0.0192	    0.2643	   -0.0011
   0.0010	    4.2294	   -0.2957	   -0.3041	   -0.0012
   0.0010	    4.2342	    0.2078	    0.1504	   -0.0010
   0.0010	    4.2541	   -0.3389	   -0.2329	   -0.0008
   0.0010	    4.2792	    0.2160	   -0.4159	   -0.0009
   0.0010	    4.2863	    0.4176	   -0.2237	   -0.0009
   0.0010	    4.2963	    0.1322	    0.2689	   -0.0008
   0.0010	    4.3095	   -0.1943	    0.2185	   -0.0008
   0.0010	    4.3344	   -0.2467	    0.3954	   -0.0007
   0.0010	    4.3765	   -0.0863	    0.2240	   -0.0006
   0.0010	    4.4201	   -0.3514	    0.4252	   -0.0009
   0.0010	    4.4252	    0.0705	   -0.2411	   -0.0010
   0.0010	    4.4304	    0.0225	    0.2173	   -0.0009
   0.0010	    4.4648	   -0.1381	    0.2058	   -0.0007
   0.0010	    4.4793	   -0.2290	   -0.2614	   -0.0007
   0.0010	    4.4952	    0.2995	   -0.2378	   -0.0007
   0.0010	    4.5184	   -0.2295	   -0.2762	   -0.0007
   0.0010	    4.5583	   -0.1704	    0.1873	   -0.0011
   0.0010	    4.5609	   -0.0519	   -0.3024	   -0.0012
   0.0010	    4.5654	    0.2136	   -0.4151	   -0.0010
   0.0010	    4.5741	    0.1427	   -0.1426	   -0.0008
   0.0010	    4.6877	   -0.2636	    0.2626	   -0.0005
   0.0010	    4.7479	   -0.2211	    0.2648	   -0.0005
   0.0010	    4.8169	    0.1032	    0.3331	   -0.0006
   0.0010	    4.8491	   -0.1112	   -0.2169	   -0.0008
   0.0010	    4.8583	    0.1712	   -0.3480	   -0.0018
   0.0010	    4.8592	   -0.2809	   -0.2340	   -0.0018
   0.0010	    4.8669	    0.0305	    0.1207	   -0.0008
   0.0010	    4.8794	   -0.0215	    0.1572	   -0.0007
   0.0010	    4.9273	    0.5152	   -0.0587	   -0.0005
   0.0010	    5.0581	   -0.1240	   -0.1295	   -0.0006
   0.0010	    5.0740	    0.0865	   -0.0664	   -0.0007
   0.0010	    5.0822	    0.1160	    0.2412	   -0.0009
   0.0010	    5.0855	   -0.1641	   -0.1687	   -0.0008
   0.0010	    5.1873	   -0.0139	    0.3564	   -0.0005
   0.0010	    5.2209	    0.0711	    0.2591	   -0.0005
   0.0010	    5.2326	   -0.0317	   -0.2227	   -0.0005
   0.0010	    5.2603	    0.0394	    0.2588	   -0.0005
   0.0010	    5.3518	   -0.3981	    0.2310	   -0.0004
   0.0010	    5.4262	    0.1063	   -0.0959	   -0.0005
   0.0010	    5.4487	    0.1525	    0.3847	   -0.0005
   0.0010	    5.4586	    0.1167	   -0.4386	   -0.0005
   0.0010	    5.5142	    0.1321	   -0.1237	   -0.0004
   0.0010	    5.5848	   -0.3439	    0.1184	   -0.0004
   0.0010	    5.6671	   -0.1515	    0.0715	   -0.0010
   0.0010	    5.6690	   -0.0686	    0.5395	   -0.0010
   0.0010	    5.6757	   -0.1423	    0.1326	   -0.0006
   0.0010	    5.7319	   -0.0068	   -0.2928	   -0.0004
   0.0010	    5.7644	    0.0321	    0.2441	   -0.0006
   0.0010	    5.7715	   -0.0336	   -0.1008	   -0.0007
   0.0010	    5.7777	   -0.1933	   -0.1510	   -0.0006
   0.0010	    6.0551	    0.0253	   -0.2526	   -0.0003
   0.0010	    6.1505	    0.0200	    0.2910	   -0.0003
   0.0010	    6.2151	   -0.0999	   -0.1898	   -0.0003
   0.0010	    6.3531	   -0.0216	    0.2886	   -0.0005
   0.0010	    6.3589	    0.1060	   -0.1118	   -0.0005
   0.0010	    6.4102	   -0.0305	    0.1594	   -0.0003
   0.0010	    6.5243	    0.0102	   -0.1183	   -0.0003
   0.0010	    6.7452	   -0.0664	   -0.2006	   -0.0003
   0.0010	    6.7673	   -0.1614	   -0.1471	   -0.0004
   0.0010	    6.7983	   -0.2692	   -0.1356	   -0.0009
   0.0010	    6.8003	   -0.0443	   -0.1691	   -0.0009
   0.0010	    6.8067	   -0.0551	   -0.3489	   -0.0005
   0.0010	    6.9873	    0.1700	   -0.3056	   -0.0002
   0.0010	    7.9727	    0.0887	    0.1160	   -0.0002
   0.0010	    8.1978	    0.3437	   -0.1660	   -0.0002
   0.0010	    8.2180	   -0.1718	    0.0703	   -0.0002
   0.0010	    8.2702	    0.1635	    0.2279	   -0.0002
   0.0010	    8.9191	    0.0172	    0.0562	   -0.0002
   0.0010	    9.1093	    0.2366	   -0.0518	   -0.0002
   0.0010	    9.1671	    0.0717	    0.2762	   -0.0002
   0.0010	    9.2352	   -0.1229	    0.3090	   -0.0002
   0.0010	    9.2724	    0.0371	   -0.2774	   -0.0002
   0.0010	    9.3994	    0.1822	    0.2115	   -0.0002
   0.0010	    9.5908	   -0.2501	    0.2449	   -0.0002
   0.0010	    9.6975	    0.1238	    0.1964	   -0.0002
   0.0010	   11.1367	   -0.0429	    0.2770	   -0.0001
   0.0010	   11.3224	    0.0778	   -0.0164	   -0.0003
   0.0010	   11.3293	    0.0281	    0.1313	   -0.0003
   0.0010	   11.4417	    0.0375	   -0.2863	   -0.0001
   0.0010	   12.4500	   -0.0948	   -0.1326	   -0.0001
   0.0010	   13.5616	    0.0292	    0.0893	   -0.0001
   0.0010	   14.9580	   -0.1009	   -0.1334	   -0.0001
   0.0010	   16.3762	   -0.0592	   -0.2374	   -0.0001
   0.0010	   18.9331	    0.0412	   -0.0625	   -0.0001
   0.0010	   20.1659	   -0.0731	   -0.1405	   -0.0001
   0.0010	   20.7319	    0.0346	    0.2558	   -0.0001
   0.0010	   23.8553	   -0.0306	    0.1106	   -0.0000
   0.0010	   26.6895	   -0.0003	   -0.1558	   -0.0000
